Nome,Telefone,Endereço,Avaliação,Avaliações,Site,Categoria,Campanha
Eduardo barbearia,"
(33) 99924-1593","
R. Canuto de Sales - Santana do Manhuaçu, MG, 36940-000",4.9,0,https://www.instagram.com/rk.pires?igsh=MTk3bnFiODZhbzkzNw==&utm_source=qr,Barbearia,Barbearia - Manhuaçu
HS BARBEARIA,,"
R. Dom Pedro II - Reduto, MG, 36920-000",4.9,0,,Barbearia,Barbearia - Manhuaçu
Jhosef barbearia 💈,"
(31) 99935-1715","
R. São João Batista, N° 10 - Centro, Reduto - MG, 36920-000",4.9,0,https://www.instagram.com/jhosefbarbearia?igsh=eXlqYWdvZzRvMHNp,Barbearia,Barbearia - Manhuaçu
Barbearia Don Beto,"
(33) 99936-8409","
Santana do Manhuaçu, MG, 36940-000",4.9,0,,Barbearia,Barbearia - Manhuaçu
BARBEARIA TONY,,"
Coqueiro, Manhuaçu - MG, 36900-000",4.9,0,,Barbearia,Barbearia - Manhuaçu
Velha Guarda Barbershop,"
(33) 98440-9660","
R. Francisco Camilo - Vilanova, Manhuaçu - MG, 36909-400",4.9,0,,Barbearia,Barbearia - Manhuaçu
Barbearia Dos Faixas,,"
Manhuaçu, MG, 36900-000",4.9,0,,Barbearia,Barbearia - Manhuaçu
Chaplins Barbearia,"
(33) 99144-2407","
R. Monsenhor Rocha - Vilanova, Manhuaçu - MG, 36909-400",4.9,0,,Barbearia,Barbearia - Manhuaçu
Barbearia do Natã,"
(33) 98426-4923","
Realeza, Manhuaçu - MG, 36900-000",4.9,0,,Barbearia,Barbearia - Manhuaçu
BARBEARIA DO ZULU,,"
Baixada, Manhuaçu - MG, 36900-000",4.9,0,,Barbearia,Barbearia - Manhuaçu
Barbearia Vila Nova,"
(33) 98421-9280","
Av. Pio de Meira - Vilanova, Manhuaçu - MG, 36909-400",4.9,0,https://www.instagram.com/barbearia_vilanova?igsh=dmJhbjJyd3dhbW8y,Barbearia,Barbearia - Manhuaçu
Loja da Beleza,"
(33) 98406-6738","
R. Leandro C Gonçalves, 80 - Centro, Manhuaçu - MG, 36900-109",4.9,0,http://www.lojadablz.com.br/,Loja de cosmético,Barbearia - Manhuaçu
BARBEARIA DO DAVI,,"
R. Joaquim Gonçalves Dutra - Manhuaçu, MG, 36900-000",4.9,0,,Barbearia,Barbearia - Manhuaçu
Barbearia Do Fábio,,"
Rua Capitão Luiz Quintino de Souza, 33 - Baixada, Manhuaçu - MG, 36902-042",4.9,0,,Barbearia,Barbearia - Manhuaçu
Loja e Barbearia do Davi,"
(33) 98453-6112","
R. Bela Vista - Manhuaçu, MG, 36904-305",4.9,0,https://youtube.com/@davirodrigues077?si=YrQVydG2kCHLFf2K,Barbearia,Barbearia - Manhuaçu
Cobra,,"
R. Marco Antonio Ribeiro, 115 - Manhuaçu, MG, 36900-000",4.9,0,,Barbearia,Barbearia - Manhuaçu
Alvin Du Corte,"
(33) 99844-2719","
Av. Gesios, Av. Gésio Carlos da Silva - Vila Formosa, Manhuaçu - MG, 36908-899",4.9,0,,Barbearia,Barbearia - Manhuaçu
Old Culture Barbearia,,"
R. Leandro C Gonçalves, 80 - 5⁰ andar - Centro, Manhuaçu - MG, 36900-000",4.9,0,,Barbearia,Barbearia - Manhuaçu
Nascimento BARBERSHOP,,"
R. Prof. Silas Heringer, 404 - Manhuaçu, MG, 36900-000",4.9,0,,Barbearia,Barbearia - Manhuaçu
Jc du corte,"
(33) 98423-9917","
Pau Brasil, Manhuaçu - MG, 36904-347",4.9,0,,Barbearia,Barbearia - Manhuaçu
Rota da Barba,"
(33) 99985-1061","
ao lado do Toninho relojoeiro - R. Des. Alonso Starling - Centro, Manhuaçu - MG, 36900-055",4.9,0,,Barbearia,Barbearia - Manhuaçu
Casa do Cabeleireiro Della e Delle,"
(33) 98807-7272","
Av. Salime Nacif, 154 - Baixada, Manhuaçu - MG, 36902-051",4.9,0,,Loja de cosmético,Barbearia - Manhuaçu
Studio lemos,,"
R. Cel. José Pedro, 274 - Centro, Manhuaçu - MG, 36900-100",4.9,0,,Barbearia,Barbearia - Manhuaçu
LEOZINR Real Barber,,"
R. Júlio Bueno, 122 - Manhuaçu, MG, 36900-000",4.9,0,,Barbearia,Barbearia - Manhuaçu
Barber fashion,"
(33) 98431-1419","
R. Olímpio Vargas - Centro, Manhuaçu - MG, 36900-200",4.9,0,,Barbearia,Barbearia - Manhuaçu
WF BARBEARIA,"
(33) 98421-3709","
Raimundo Soares vagas - Engenho da serra, Manhuaçu - MG, 36900-000",4.9,0,http://www.corte.com.br/,Barbearia,Barbearia - Manhuaçu
Igao Du Corte,"
(33) 98423-2616","
Em mudança - Manhuaçu, MG, 36900-000",4.9,0,,Barbearia,Barbearia - Manhuaçu
A,,"
R. Antônio de Pádua, 12 - São Vicente, Manhuaçu - MG, 36900-000",4.9,0,,Barbearia,Barbearia - Manhuaçu
Balbino Barber Shop,"
(33) 98416-9506","
Rua Antônio Wellerson - Santo Antônio, Manhuaçu - MG, 36900-133",4.9,0,,Barbearia,Barbearia - Manhuaçu
Premium barbearia,"
(33) 99863-9674","
R. Júlio Bueno - Lajinha, Manhuaçu - MG, 36906-001",4.9,0,,Barbearia,Barbearia - Manhuaçu
Barbearia Do Dé,"
(33) 98443-3415","
R. Prof. Silas Heringer, 406 - Engenho Da Serra, Manhuaçu - MG, 36902-380",4.9,0,,Barbearia,Barbearia - Manhuaçu
BARBEARIA FULY,,"
José da Costa Huebra, 200 - Manhuaçu, MG, 36900-000",4.9,0,,Barbearia,Barbearia - Manhuaçu
Barbearia SR Almeida em domicílio Manhuaçu,,"
Em Frente Ao Bar do Edinho Ao Lado Do Laboratório Apolo, R. Silas Pachêco, Numero 12 - Bairro :Colina, Manhuaçu - MG, 36900-380",4.9,0,,Barbearia,Barbearia - Manhuaçu
Barbearia juvenato,,"
R. Júlio Bueno, 11 - Manhuaçu, MG, 36900-194",4.9,0,,Barbearia,Barbearia - Manhuaçu
Salão do Zecão,"
(33) 98415-9125","
R. Amaral Franco, 105 - Centro, Manhuaçu - MG, 36900-000",4.9,0,,Barbearia,Barbearia - Manhuaçu
VG Barbearia,"
(33) 99818-1229","
R. Júlio Bueno, 50 - Santa Luzia, Manhuaçu - MG, 36906-001",4.9,0,,Barbearia,Barbearia - Manhuaçu
Salão Huebra,"
(33) 98812-2308","
Av. Getúlio Vargas, 764 - Centro, Manhuaçu - MG, 36900-350",4.9,0,,Barbearia,Barbearia - Manhuaçu
Los Hermanos Barbearia,"
(33) 98424-0490","
R. Prof. Juventino Nunes, 236 - Centro, Manhuaçu - MG, 36900-040",4.9,0,,Barbearia,Barbearia - Manhuaçu
Barbearia Sr. Antônio,"
(33) 99913-6345","
Rua Philadelpho - R. Philadelpho Coutinho Araújo - Alfa Sul, Manhuaçu - MG, 36904-165",4.9,0,,Barbearia,Barbearia - Manhuaçu
Barbearia Manhuaçu - Lopes Barbearia,"
(33) 98456-3220","
Av. Felipe Nacif, 350 - Baixada, Manhuaçu - MG, 36902-057",4.9,0,,Barbearia,Barbearia - Manhuaçu
Barbearia em Manhuaçu - Gabriel Barber,"
(33) 99960-7135","
R. do Triângulo, n° 196 - Santana, Manhuaçu - MG, 36904-006",4.9,0,,Barbearia,Barbearia - Manhuaçu
Clebin Barber,"
(33) 98455-2003","
Tv. Anacir Alves Moreira - Santa Luzia, Manhuaçu - MG, 36906-105",4.9,0,,Barbearia,Barbearia - Manhuaçu
Mainstreet Beer,"
(33) 98415-2186","
606 - Engenho Da Serra, Manhuaçu - MG, 36900-000",4.9,0,https://l.instagram.com/?u=https://wa.me/553398440889&e=ATO_KKUFLZDdLQMU_OYe8vUnYLWdEdlqosFmJgCfILgRpSzeLgkTGMRd_o1mkM0mPfidds2VbcWj0MdwkAKgHEo&s=1,Barbearia,Barbearia - Manhuaçu
Barbearia Ronny,"
(33) 98430-5806","
Rua Antônio Wellerson, 643 - Santo Antônio, Manhuaçu - MG, 36900-000",4.9,0,,Barbearia,Barbearia - Manhuaçu
Barbearia Dom Joel,"
(33) 98447-0216","
Av. Trinta de Março, 198 - Manhuaçu, MG, 36904-290",4.9,0,,Barbearia,Barbearia - Manhuaçu
Império Barbearia,"
(33) 98455-6582","
Manhuaçu, MG, 36900-000",4.9,0,,Barbearia,Barbearia - Manhuaçu
Santos Barbearia,"
(27) 99666-5583","
R. Prof. Juventino Nunes, 285 - Centro, Manhuaçu - MG, 36900-040",4.9,0,,Barbearia,Barbearia - Manhuaçu
Rony Barbearia,,"
R. Olímpio Vargas, 13 - Centro, Manhuaçu - MG, 36900-000",4.9,0,,Barbearia,Barbearia - Manhuaçu
El bigodon_barbearia,,"
R. Faustino Amâncio, 47 - Manhuaçu, MG, 36900-000",4.9,0,,Barbearia,Barbearia - Manhuaçu
Bethel Barber Shop,"
(33) 98739-5759","
R. Prof. Juventino Nunes, 125 - Centro, Manhuaçu - MG, 36900-000",4.9,0,https://booksy.com/pt-br/instant-experiences/widget/28754,Barbearia,Barbearia - Manhuaçu
Barbershophaja_manhuacu,"
(33) 99978-5742","
Rua: Antônio Wellerson, n:45 - Centro, Manhuaçu - MG, 36900-133",4.9,0,,Barbearia,Barbearia - Manhuaçu
Visagem Barbearia,"
(33) 99987-8039","
R. Etelvino Guimarães, 89 - Manhuaçu, MG, 36900-115",4.9,0,https://app.frizzar.com.br/p/visagembarbearia,Barbearia,Barbearia - Manhuaçu
Sr. Medeiros Barber Shop,"
(33) 98444-2845","
R. Drosa Pinheiro - Bom Pastor, Manhuaçu - MG, 36902-260",4.9,0,https://www.trinks.com/sr-medeiros-,Barbearia,Barbearia - Manhuaçu
Barbearia Leandro Gil,"
(33) 98434-4340","
Rua Antônio Wellerson, 729 - Manhuaçu, MG, 36900-000",4.9,0,https://instagram.com/barbearia_leandrogil?igshid=YmMyMTA2M2Y=,Barbearia,Barbearia - Manhuaçu
Barbearia Royal men’s club,"
(33) 99998-0751","
R. Luís Cerqueira, 5 - Centro, Manhuaçu - MG, 36900-085",4.9,0,http://wa.me/5533999980751,Barbearia,Barbearia - Manhuaçu
Barbearia Premium👑💈,"
(33) 99819-2183","
Agripino - Rua Silas, R. Prof. Silas Heringer, 773, Manhuaçu - MG, 36902-374",4.9,0,https://www.instagram.com/adrian_i9_?igsh=MTZ4ejFmZ2VpdmVxZA==,Barbearia,Barbearia - Manhuaçu
Barbearia Don Mario,"
(33) 98404-6323","
Av. Barão do Rio Branco, 217 - LOJA7 - Bom Pastor, Manhuaçu - MG, 36900-000",4.9,0,https://www.instagram.com/barbearia_donmario/?hl=pt-br,Barbearia,Barbearia - Manhuaçu
Barbearia Geovanni Lima,"
(33) 99855-7827","
R. Prof. Juventino Nunes, 125 - loja3 - Centro, Manhuaçu - MG, 36900-040",4.9,0,https://instagram.com/barbeariageovannilima?igshid=MzNlNGNkZWQ4Mg==,Barbearia,Barbearia - Manhuaçu
Mustache Barbearia,"
(33) 98444-9909","
R. Luís Cerqueira, 56 - Centro, Manhuaçu - MG, 36900-085",4.9,0,,Barbearia,Barbearia - Manhuaçu
Barbiere Premium,"
(33) 98456-2946","
Edifício Yollow Office - Praça Cordovil Pinto Coelho, 170 - Loja 301 - Centro, Manhuaçu - MG, 36900-103",4.9,0,https://sites.appbarber.com.br/agendamento/barbiere-slmb,Barbearia,Barbearia - Manhuaçu
Barbearia Sr. Emilio,"
(33) 98458-5763","
Rua Antônio Wellerson, 45 - Centro, Manhuaçu - MG, 36900-000",4.9,0,,Barbearia,Barbearia - Manhuaçu
Chacal Barbershop,"
(33) 98453-4248","
Av. Salime Nacif, 653 - Baixada, Manhuaçu - MG, 36904-015",4.9,0,https://cidadedigitalon.com.br/chacalbarber?utm_source=ig&utm_medium=social&utm_content=link_in_bio&fbclid=PAZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAGn10JJ2cYlOZx3HUI9qniFxwUt4JRx-df0MRnRztbXO8_TAu3iLXrtuN1ty7g_aem_DrnfG4k1FZQxmvp7sjQOWA,Barbearia,Barbearia - Manhuaçu
Matheus Gomes Barbearia,"
(33) 99853-7853","
R. Des. Alonso Starling, 75 - Centro, Manhuaçu - MG, 36900-055",4.9,0,,Barbearia,Barbearia - Manhuaçu
Barbearia Seu Eneias - Barbearia - Barbeiro,"
(33) 3331-6238","
R. Amintas Campos, 22 - Centro, Manhuaçu - MG, 36900-000",4.9,0,https://www.instagram.com/barbeariaseueneias/,Barbearia,Barbearia - Manhuaçu
VINICÍUS BARBEARIA,"
(38) 98417-3889",,4.8,0,,Barbearia,Barbearia - Manga
Salão do Henrique - Júlio do corte,,"
R. Isídio de Souza Santos, 831 - Bairro Santo Antônio, Manga - MG, 39460-000",4.8,0,,Barbearia,Barbearia - Manga
BARBEARIA SILVA,,"
Av. Ayrton Senna - Manga, MG, 39460-000",4.8,0,,Barbearia,Barbearia - Manga
Barbearia dois irmãos,"
(38) 98435-8803","
R. Umburuçu - Manga, MG, 39460-000",4.8,0,,Barbearia,Barbearia - Manga
Barbearia Rocha,"
(38) 99947-9316","
R. Prudente De Moraes, 249 - Centro, Manga - MG, 39460-000",4.8,0,,Barbearia,Barbearia - Manga
NEY VAGNER BARBEARIA,"
(37) 99140-7105","
R. Umburuçu, 22 - Manga, MG, 39460-000",4.8,0,,Barbearia,Barbearia - Manga
Mauro Black barber,,"
R. Maria Nepomuceno Fernandes, 28 - Manga, MG, 39460-000",4.8,0,,Barbearia,Barbearia - Manga
Mateus Barbearia,"
(38) 99866-9126","
R. Prudente De Moraes, 453a - Manga, MG, 39460-000",4.8,0,,Barbearia,Barbearia - Manga
Barbearia Alpha mg,"
(38) 99895-1224","
R. Venceslau Brás - Centro, Manga - MG, 39460-000",4.8,0,,Barbearia,Barbearia - Manga
Styllosbarbearia.oficial,"
(38) 99175-3588","
Av. Pequizeiro - Arvoredo, Manga - MG, 39460-000",4.8,0,,Barbearia,Barbearia - Manga
Barbearia Duuh Corte's,,"
Malacacheta, MG, 39690-000",4.9,0,,Salão de Beleza,Barbearia - Malacacheta
Barbearia Alves,"
(33) 99128-2863","
R. Alan Kardec, 68A - Vazia, Malacacheta - MG, 39690-000",4.9,0,,Barbearia,Barbearia - Malacacheta
Barbearia Rony Ribeiro,"
(33) 99810-4086","
Pereira Campos - R. Odilon Campos - Centro, Malacacheta - MG, 39690-000",4.9,0,,Barbearia,Barbearia - Malacacheta
BARBEARIA SANTOS,"
(33) 99147-6761","
Malacacheta, MG, 39690-000",4.9,0,,Barbearia,Barbearia - Malacacheta
LUCAS BARBEARIA,"
(33) 99997-5257","
Rua Maria Rosaria abrantes - centro, Malacacheta - MG, 39690-000",4.9,0,,Barbearia,Barbearia - Malacacheta
Barbearia Thiago Freitas,"
(33) 99110-7927","
R. Dom Helder Câmara - Progresso, Malacacheta - MG, 39690-000",4.9,0,https://www.goot.com.br/mg/malacacheta/barbeiros/239/barbearia-thiago-freitas.html,Barbearia,Barbearia - Malacacheta
Barbearia do Bruno,"
(32) 99839-8776","
Av mal. Floriano Peixoto, R. do Campo, 68, Me. de Deus de Minas - MG, 37305-000",5.0,0,,Barbearia,Barbearia - Madre de Deus de Minas
Barbearia Do Chigeo,"
(32) 99821-0073","
Av. João Pinheiro, 200, Me. de Deus de Minas - MG, 37305-000",5.0,0,,Barbearia,Barbearia - Madre de Deus de Minas
Barbearia do Elias,"
(32) 98701-3289","
Av. Mal. Floriano Peixoto, 68 - Do campo, Me. de Deus de Minas - MG, 37305-000",5.0,0,,Barbearia,Barbearia - Madre de Deus de Minas
Street Barber,"
(32) 98821-4245","
Quirino - R. Querino de Resende, Me. de Deus de Minas - MG, 37305-000",5.0,0,,Barbearia,Barbearia - Madre de Deus de Minas
KAMBOTA Barbearia,"
(32) 99941-9412","
R. José Luís, 191, Me. de Deus de Minas - MG, 37305-000",5.0,0,,Barbearia,Barbearia - Madre de Deus de Minas
ALEX BARBER,,"
Av. Santa Cruz, 706 - Vila Novo Horizonte, Machado - MG, 37750-000",4.8,0,,Barbearia,Barbearia - Machado
Barbearia FLP,"
(35) 98705-0635","
R. das Andorinhas, 295 - Vila Centenária, Machado - MG, 37750-000",4.8,0,,Barbearia,Barbearia - Machado
Denim barbershop,"
(35) 98861-7148","
Av. Santa Cruz, 245 - Jardim Boa Vista, Machado - MG, 37750-000",4.8,0,,Barbearia,Barbearia - Machado
NAVALHA BARBER SHOP,"
(35) 99724-3592","
R. Agemiro Dias - Machado, MG, 37750-000",4.8,0,,Barbearia,Barbearia - Machado
Barbearia do Diego,"
(35) 99962-3734","
Av. Santa Cruz, 145 B - Centro, Machado - MG, 37750-000",4.8,0,,Barbearia,Barbearia - Machado
Barbearia Pepe do Corte,"
(35) 98826-1446","
R. Maria Jovelina de Oliveira, Jardim - Dos Funcionários, Machado - MG, 37750-000",4.8,0,,Barbearia,Barbearia - Machado
Barbearia WM,"
(35) 98825-8219","
R. José Leite da Silva, 481 - Machado, MG, 37750-000",4.8,0,https://www.instagram.com/barber.matheus19?igsh=MWkyNGdzNHBudm1jaQ==,Barbearia,Barbearia - Machado
Novo Corte Barber Shop,"
(35) 99963-7234","
R. Américo Signoreti, 176 - 222, Machado - MG, 37750-000",4.8,0,https://www.facebook.com/NovoCorteBarberShop/,Barbearia,Barbearia - Machado
Barbearia Studio M.senna,"
(35) 99987-0145","
Av. Ricardo Annoni Filho, 366 - São geraldo, Machado - MG, 37750-000",4.8,0,,Barbearia,Barbearia - Machado
Barbearia do Lú,"
(35) 99830-1371","
R. Maj. Onófre, 677 - Machado, MG, 37750-000",4.8,0,,Barbearia,Barbearia - Machado
Camilly Barber Girl,"
(35) 98892-8784","
Av. Dr. Feliciano Dias Vieira, 197 - centro, Machado - MG, 37750-000",4.8,0,https://www.instagram.com/camilly_barbergirl/,Barbearia,Barbearia - Machado
Barbearia Afro Black,"
(35) 98446-6685","
R. Cel. Azarias, 177 - centro, Machado - MG, 37750-000",4.8,0,https://agendaliza.com.br/Afro-Black/login.php,Barbearia,Barbearia - Machado
Carlos barber,"
(35) 99822-6053","
Antenor holanda cavalcante, 245 - Jardim Das Oliveiras, Machado - MG, 37750-000",4.8,0,,Barbearia,Barbearia - Machado
Marcelão Beer & Luck,"
(35) 99956-2775","
Unnamed Road, Av. Artur Bernardes, 375, Machado - MG, 37750-000",4.8,0,,Barbearia,Barbearia - Machado
Barbearia do Antônio,,"
Av. Santa Cruz, 393 - Centro, Machado - MG, 37750-000",4.8,0,,Barbearia,Barbearia - Machado
Barbearia Padilha,"
(35) 98709-1604","
R. Pelicano, 218 - Centro, Machado - MG, 37750-000",4.8,0,,Barbearia,Barbearia - Machado
Barbearia Lord Byron,"
(35) 98858-3393","
R. XV de Novembro, 44 - Centro, Machado - MG, 37750-000",4.8,0,,Barbearia,Barbearia - Machado
Barbearia do daurin,"
(35) 98899-0783","
Tv. Prof. Arthur Xavier Pedroso, 10 - Machado, MG, 37750-000",4.8,0,,Barbearia,Barbearia - Machado
Braavus Barbearia,"
(35) 98893-2990","
R. Astolfo Pio, 275 - Machado, MG, 37750-000",4.8,0,,Barbearia,Barbearia - Machado
Alex Costa Barbershop,"
(35) 98806-9647","
Praça Antônio Carlos, 50 - Loja 37 (segundo andar, Praça Antônio Carlos, 50 - Centro, Machado - MG, 37750-000",4.8,0,https://sites.appbarber.com.br/links/alexcostabarbershop,Barbearia,Barbearia - Machado
Studio Talentos Black,"
(35) 99817-6220","
Tv. Prof. Arthur Xavier Pedroso, 592 - Centro, Machado - MG, 37750-000",4.8,0,,Barbearia,Barbearia - Machado
Barbearia Gran Hombre,"
(35) 99897-9116","
R. Joaquim Teófilo, 107 - Centro, Machado - MG, 37750-000",4.8,0,,Barbearia,Barbearia - Machado
Barbearia Martins,"
(33) 99197-1939","
R. Pres. Dutra, 14 - Centro, Machacalis - MG, 39873-000",5.0,0,,Barbearia,Barbearia - Machacalis
Barbearia Tesoura Dourada,"
(33) 98709-5871","
Praça Trazíbulo Silva, Machacalis - MG, 39873-000",5.0,0,,Barbearia,Barbearia - Machacalis
Allan Kardec O BARBEIRO,"
(33) 98462-9041","
Rodovia LMG, 682, Machacalis - MG, 39873-000",5.0,0,,Barbearia,Barbearia - Machacalis
BARBEARIA ESPAÇO AMIGO H6,"
(33) 98866-9329","
Praça Antonio Dias Ń 51 - Centro, Machacalis - MG, 39873-000",5.0,0,,Barbearia,Barbearia - Machacalis
Barbearia Souza,"
(33) 98877-0441","
R. João Gonçalves, nº 353, Machacalis - MG, 39873-000",5.0,0,,Barbearia,Barbearia - Machacalis
Barbearia Santa Cruz,,"
Praça Trazíbulo Silva, Machacalis - MG, 39873-000",5.0,0,,Barbearia,Barbearia - Machacalis
BARBEARIA LUZ ART,"
(31) 98880-3065","
R. Úrsula Paulino, 763 - LJ 4 - Cinquentenario, Belo Horizonte - MG, 30570-000",5.0,0,https://barbearialuzart.ageenda.com.br/,Barbearia,Barbearia - Luz
Black Skull Barber shopp,,"
R. Alagoas, 878 - Marília, Lagoa da Prata - MG, 35590-000",5.0,0,,Barbearia,Barbearia - Luz
Jotta Barber’s,"
(37) 99168-0390","
MAS O NÚMERO REAL DA CASA É 1500 - Rua Abaeté 675 NO MAPS, ESTARÁ 675 - Monsenhor Parreira, Luz - MG, 35595-000",5.0,0,https://www.instagram.com/jottaa.barber/profilecard/?igsh=dW9vbTY4MjJ4ZHV3,Barbearia,Barbearia - Luz
Mendes barbershop,"
(37) 99663-6070","
Avenida Dores do Indaiá, 1866 - Monsenhor Parreiras, Luz - MG, 35595-000",5.0,0,,Barbearia,Barbearia - Luz
HAIR HOUSE BARBEARIA,,"
Av. José Bernardes Maciel, 387 - Lagoa da Prata, MG, 35590-000",5.0,0,,,Barbearia - Luz
Lamounier Barbearia,"
(37) 99908-0987","
Av. Dr. Josaphat Macedo - Luz, MG, 35595-000",5.0,0,https://chat.inbarberapp.com/Lamounierbarbearia?utm_source=ig&utm_medium=social&utm_content=link_in_bio&fbclid=PAdGRleAQ_qpJleHRuA2FlbQIxMQBzcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAaf_cAKs7TzlcIWxxlayuxz3xmOH2x4uvmwRSdMAUea-0uRpTnJsC86xMf_1XQ_aem_e1xvdHGA68Cid7gr0-kpiQ,Barbearia,Barbearia - Luz
Barbearia Marcelo Luz,"
(27) 99946-3210","
R. Washington Luís, 145 - Res. Jacaraipe, Serra - ES, 29175-459",5.0,0,https://topsalao.com/?id=29066,Barbearia,Barbearia - Luz
Barbearia Ronaldo Araújo,,"
R. Padre João da Mata Rodarte, 289 - Rosário, Luz - MG, 35595-000",5.0,0,,Barbearia,Barbearia - Luz
Barbearia do Jonatas,"
(37) 99121-8044","
R. Dez de Abril, 1567 - Monsenhor Parreiras, Luz - MG, 35595-000",5.0,0,,Barbearia,Barbearia - Luz
Barbearia e proteção veicular (TOP-BRASIL),"
(31) 97341-9667","
Barbearia tio Raul Douglas - R. Padre João da Mata Rodarte, 134 - Rosário, Luz - MG, 35595-000",5.0,0,,Barbearia,Barbearia - Luz
DS Barbearia,"
(37) 99928-3241","
Av. Dr. Josaphat Macedo, 512 - Rosário, Luz - MG, 35595-000",5.0,0,,Barbearia,Barbearia - Luz
Douglas Barbearia em Luz,"
(37) 99971-4239","
R. São Paulo, 428 - Luz, MG, 35595-000",5.0,0,https://agendamento.easybarber.com.br/agendamento.dll/m?w=4660&x=o,Barbearia,Barbearia - Luz
Salão Novo Visual New Style Barbershop,"
(37) 98415-3770","
Av. Dr. Josaphat Macedo, 511 - Centro, Luz - MG, 35595-000",5.0,0,,Barbearia,Barbearia - Luz
Opção Barber - Barbearia em Luz,"
(37) 99669-1160","
R. Treze de Maio, 1268 - Rosário, Luz - MG, 35595-000",5.0,0,,Barbearia,Barbearia - Luz
Barbearia do Iss,"
(37) 99804-6882","
Av. Dr. Josaphat Macedo, 1000A - Nossa Senhora Aparecida, Luz - MG, 35595-000",5.0,0,http://www.easybarber.com.br/CadastroClienteWebEasyBarber?w=3424&x=o,Barbearia,Barbearia - Luz
Ponto Ideal Barber,"
(37) 99113-0083","
Av. Dr. Josaphat Macedo, 563 - Luz, MG, 35595-000",5.0,0,,Barbearia,Barbearia - Luz
Alcantra barber,"
(37) 99126-1865","
Praça Rotary, 945 - Monsenhor Parreiras, Luz - MG, 35595-000",5.0,0,http://alcantrabarber.vercel.app/,Barbearia,Barbearia - Luz
BRN BARBEARIA,"
(35) 99742-6756","
R. Pref. Antônio Furtado, 40 - centro - Centro, Luminárias - MG, 37240-000",5.0,0,,,Barbearia - Luminárias
